Text Date Genre Wordcount
southard-e3-p1 1686 LETTERS_PRIV 402
spencer-1680-e3-h 1687-1688 LETTERS_NON-PRIV 807
spencer-1700-e3-p1 1708 LETTERS_NON-PRIV 973
spencer-1700-e3-p2 1708 LETTERS_NON-PRIV 826
stat-1500-e1-h 1509-1512 LAW 7861
stat-1510-e1-p2 1514-1515 LAW 2333
stat-1530-e1-p1 1530-1536 LAW 9149
stat-1540-e1-h 1540-1545 LAW 3971
stat-1540-e1-p1 1540-1545 LAW 3729
stat-1550-e1-p2 1551-1555 LAW 5781
stat-1560-e1-p2 1562-1563 LAW 4194
stat-1570-e2-p1 1571-1572 LAW 2400
stat-1570-e2-p2 1571-1572 LAW 2368
stat-1580-e2-h 1580-1589 LAW 1522
stat-1580-e2-p2 1580-1589 LAW 6611
stat-1590-e2-h 1592-1593 LAW 5172
stat-1600-e2-h 1603-1610 LAW 5158
stat-1600-e2-p2 1603-1610 LAW 2232
stat-1620-e2-p2 1625-1627 LAW 4583
stat-1640-e2-p2 1640 LAW 7123
stat-1660-e3-p2 1660-1666 LAW 10585
stat-1670-e3-p2 1670-1671 LAW 3442
stat-1690-e3-h 1695-1699 LAW 13199
stat-1690-e3-p1 1695-1699 LAW 14208
stevenso-e1-h c1553-1563 DRAMA_COMEDY 6022
stevenso-e1-p1 c1553-1563 DRAMA_COMEDY 6234
stevenso-e1-p2 c1553-1563 DRAMA_COMEDY 3130
stow-e2-h 1580 HISTORY 4811
stow-e2-p1 1580 HISTORY 5569
stow-e2-p2 1580 HISTORY 4966
strype-e3-h 1662-1665 LETTERS_PRIV 1023
strype-e3-p1 1662-1665 LETTERS_PRIV 1353
surety-e1-p2 1549 LETTERS_NON-PRIV 154
talbot-e2-p2 1593 LETTERS_NON-PRIV 267
tbarring-e2-h 1629-1630 LETTERS_PRIV 440
tbarring-e2-p1 1629-1630 LETTERS_PRIV 578
tbarring-e2-p2 1629-1630 LETTERS_PRIV 599
thoward-e1-h 1513-1520 LETTERS_NON-PRIV 16407
thoward-e1-p1 1513-1520 LETTERS_NON-PRIV 16593
thoward2-e2-p1 1571 PROCEEDINGS_TRIAL 405
thoward2-e2-p2 1571 PROCEEDINGS_TRIAL 298
throckm-e1-h 1554 PROCEEDINGS_TRIAL 15978
tillots-a-e3-h a1671 SERMON 3093
tillots-a-e3-p1 a1671 SERMON 2706
tillots-b-e3-h 1679 SERMON 3530
tillots-b-e3-p1 1679 SERMON 4797
tillots-c-e3-p2 1680 SERMON 6261
torkingt-e1-h 1517 TRAVELOGUE 7413
torkingt-e1-p1 1517 TRAVELOGUE 7641
torkingt-e1-p2 1517 TRAVELOGUE 2750
trincoll-e2-h 1594 LETTERS_NON-PRIV 204
tunstall-e1-h 1517-c1521 LETTERS_NON-PRIV 1120
tunstall-e1-p1 1517-c1521 LETTERS_NON-PRIV 906
turner-e1-h 1568 HANDBOOK_OTHER 5014
turner-e1-p1 1568 HANDBOOK_OTHER 4974
turner-e1-p2 1568 HANDBOOK_OTHER 5050
turnerherb-e1-p2 1562 HANDBOOK_OTHER 747
tyndnew-e1-h 1534 BIBLE 11140
tyndnew-e1-p1 1534 BIBLE 12325
tyndnew-e1-p2 1534 BIBLE 10843
tyndold-e1-h 1530 BIBLE 10104
tyndold-e1-p1 1530 BIBLE 10878
tyndold-e1-p2 1530 BIBLE 10312
udall-e1-h 1534-1553 DRAMA_COMEDY 4633
udall-e1-p1 1534-1553 DRAMA_COMEDY 4872
udall-e1-p2 1534-1553 DRAMA_COMEDY 7627
underhill-e1-p2 1561 BIOGRAPHY_AUTO 5534
vanbr-e3-h 1696 DRAMA_COMEDY 7259
vanbr-e3-p1 1696 DRAMA_COMEDY 7972
vanbr-e3-p2 1696 DRAMA_COMEDY 7884
vicary-e1-h 1548 SCIENCE_MEDICINE 6238
vicary-e1-p1 1548 SCIENCE_MEDICINE 6709
vicary-e1-p2 1548 SCIENCE_MEDICINE 6178
walton-e3-h 1676 HANDBOOK_OTHER 5397
walton-e3-p1 1676 HANDBOOK_OTHER 6067
walton-e3-p2 1676 HANDBOOK_OTHER 5635
wcecil-1560-e1-p1 1564-1565 LETTERS_NON-PRIV 1226
wcecil-1580-e2-h 1586-1588 LETTERS_NON-PRIV 907
wcecil-1580-e2-p2 1586-1588 LETTERS_NON-PRIV 678
